"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
11,432,8.06511799237536e-08,1.4282687758779e-13,4.82411523161427e-16,1.04309687116623e-15,0.0265081256074399,5.37034642256448e-17,7.52841501464686e-18,8.28668756097236e-16,1.13849609485295e-16,2.37128881277095e-16,1.52089994929286e-14,4.63811736544448e-17,5.59408611852076e-17,2.45310552046543e-18,7.03153198111469e-17,9.66375712339742e-17,4.43561649986902e-18,1.09004691031101e-16,0.59415245195234,0,1.46654367701586e-17,0.284604692653697,1.09526450058107e-17,3.19210383881247e-17,9.92481180217999e-18,6.62198078570508e-16,3.03768600906757e-17,1.22011461985407e-14,0.00528609343891713,0.0894485542721085,1.04566664164931e-10,3.06491636715661e-18,1.29827557458942e-09,2.13017346207026e-11,0,0
12,432,1.44147449261434e-07,1.54186626933586e-11,6.30353984822143e-16,1.30384723246656e-15,0.0872214617663881,8.00781348159204e-17,1.01737545142123e-17,1.81463004421572e-15,1.712582527634e-16,6.57242261425166e-16,1.55824087427924e-15,5.55276397531227e-17,0.371435708038257,7.4586658810181e-19,7.01093584914775e-17,1.60510486586488e-16,6.7394651469298e-18,7.6568605626733e-17,3.69526028879096e-09,0,2.053616596259e-17,0.539301528891942,3.62163908880492e-18,5.30784940390806e-17,1.87965733143125e-18,1.31156770014262e-16,1.18926377511551e-17,8.4076461624877e-13,0.00204115245401432,5.2661672545281e-10,1.99724934661486e-14,2.9897920582678e-18,1.91269266876051e-10,2.72516988937335e-10,0,0
13,432,2.40936234668558e-06,2.89252098588496e-13,4.02829186027433e-16,9.87391234796905e-16,0.0303505066285441,5.61849483740415e-17,5.12220262600822e-18,1.56174401849916e-15,1.11969609363652e-16,1.93015800841191e-16,1.27767375801327e-14,3.52390066384884e-17,3.27543102144104e-11,1.66831770852963e-19,6.25741467255567e-17,1.13020086867681e-16,7.89512471990718e-18,6.97661893061084e-17,0.49910329464836,0,1.35465483585034e-17,0.171555217363475,1.02891034152953e-17,3.51030872158606e-17,3.35664240325916e-19,1.14011208693245e-15,5.41279442903876e-18,1.11376827975046e-15,0.16422439341609,0.134764134030633,4.33472232705218e-08,1.18748626278548e-18,1.17025304354544e-09,1.28488380274846e-14,0,0
14,432,2.8433092734067e-07,1.40932003506472e-12,5.08746385233553e-16,1.12406371032262e-15,0.0114931017879797,6.0062776409368e-17,4.69880182862394e-18,1.46530473006793e-15,1.18793765830573e-16,1.11604671033401e-16,1.28811325825124e-14,3.93598380090225e-17,0.0222434134637042,6.84738282380601e-18,7.36481468315875e-17,1.30226136893366e-16,5.59010276870515e-18,7.2369425274592e-17,0.551808723184739,0,1.52147636800055e-17,0.198534952479508,4.506165339297e-18,3.72941275388002e-17,6.0259158556722e-18,3.44254052936059e-15,3.64618035737291e-17,3.49463893946207e-17,0.00575493015764049,0.210164588892177,5.69085005048683e-09,1.34389352737131e-18,2.4018823896783e-14,1.10199214136948e-11,0,0
15,432,4.78846589292908e-07,2.14522163412663e-12,2.81984600862643e-16,5.0747401311023e-16,0.00229203759572947,3.24576871896176e-17,3.1274508315012e-18,1.38075470273693e-15,7.35462512873511e-17,2.66318856141285e-16,8.30030599844677e-15,2.75043741585787e-17,0.000235435594300392,2.24440273071831e-18,3.22391917855457e-17,6.96581613417672e-17,2.81782008899205e-18,5.32753889678744e-17,0.334583384127042,0,8.50665442359238e-18,0.2973660105334,2.6474919714987e-18,2.0693593325332e-17,2.27400940020892e-18,7.89760457893925e-16,2.02612113017741e-17,1.74179762628144e-13,0.215623812825213,0.149898840473695,1.47778794744723e-17,3.3935991721139e-20,1.6653686620431e-12,3.50793598570769e-14,0,0
16,432,1.39879204814102e-08,3.57953199240486e-13,1.06656427029988e-15,2.57534020954776e-15,0.00223760179470146,1.40789411638569e-16,1.26796082977294e-17,1.89045537592835e-15,2.37736448848207e-16,4.97573475030273e-16,1.77653214692738e-14,7.95409085829021e-17,3.17160144182135e-15,9.3859716444199e-18,1.58938641346753e-16,2.56858190713709e-16,1.3845315302508e-17,1.95844872100093e-16,0.693959032371442,0,3.05872866232612e-17,0.303509872195323,1.23297081840086e-18,6.60651982673012e-17,1.19697405942046e-17,9.98667265754078e-16,2.58482430511413e-17,7.42819329127089e-15,0.000242834870239142,4.90487889313666e-05,2.79179275854829e-10,8.8441487870098e-18,1.59570651512595e-06,5.35413203734028e-12,0,0
17,432,8.43589961967023e-07,5.89679079955818e-12,3.03296410813521e-16,7.66212398349999e-16,0.00553580199508638,3.26190327337927e-17,3.9463852571463e-18,1.06837772820616e-15,7.09873223943849e-17,1.11755961414439e-16,8.29307481589073e-15,2.4218663015909e-17,0.164483968314852,4.17050343189636e-18,3.64472896139721e-17,6.97670092874059e-17,3.3974275853257e-18,5.26776819609717e-17,0.374314965819996,0,9.20684560737093e-18,0.285789630699909,5.24178133296634e-19,2.09068484756907e-17,7.65400637443125e-19,2.12292562146772e-16,5.83560622835508e-18,2.34237143731993e-15,3.50324913790487e-08,0.169818898712398,5.93549494477092e-13,6.863839270762e-18,5.58558286326991e-05,1.68346965753515e-13,0,0
18,432,1.64633680104046e-07,3.91986361814117e-13,3.71684172355702e-16,8.65005401958069e-16,0.0390378686971214,3.96040926914515e-17,4.45023992842749e-18,1.3258856647787e-15,8.76671781616972e-17,1.58427659005914e-16,1.23833939999933e-14,3.28215283661716e-17,1.55011146871254e-12,2.55108890236441e-19,4.93620432882247e-17,8.8837780150481e-17,4.15150721323128e-18,7.76228719685216e-17,0.488833574079248,0,1.14769010022239e-17,0.27629740807944,8.76013517870647e-18,2.78487348109594e-17,7.9899072056291e-18,5.26821533831907e-17,2.05878559500983e-18,7.13878062347079e-16,8.14092902994764e-09,4.63769642397536e-11,0.195830975922556,4.77421337241072e-19,3.96430620892152e-10,2.25966721845306e-12,0,0
19,432,1.87126010082948e-07,3.14493207444551e-12,9.10184087304614e-16,2.27616632411622e-15,0.00208764245622916,1.23883702828744e-16,9.94112045175327e-18,1.22007244575203e-15,2.29190721384009e-16,3.38985817490252e-16,1.36886324447562e-14,6.9189887104769e-17,9.39383064551953e-08,5.14857794066442e-18,1.23946702382505e-16,1.82952833901793e-16,8.51185262883908e-18,1.56698259141009e-16,0.534712204882038,0,2.74627946978128e-17,0.362643496188065,9.05080229918691e-18,6.40467457882315e-17,1.84708671242858e-18,8.14394760569367e-17,2.06929979311592e-17,3.07503037108439e-16,0.0155538456056573,1.80976039437418e-05,0.0849844317734982,3.22227477688234e-18,4.19937752323721e-10,3.14996512572236e-12,0,0
20,432,1.19051460377501e-09,9.96052215938017e-14,6.09893588887418e-16,1.73233217532491e-15,0.0843056388394148,7.30251917595396e-17,8.34338374188891e-18,9.89625561526972e-16,1.71648421974562e-16,2.44239430392322e-16,6.52357310763404e-15,5.31028222023438e-17,3.39795846739766e-12,9.65228997757936e-18,1.02271947137761e-16,1.24308741608711e-16,1.05423984377116e-17,1.26217982085321e-16,0.237268084040318,0,2.04678985115893e-17,0.282683682720386,1.55777811303754e-17,4.92724003319395e-17,5.95298915718274e-19,2.30114227180303e-15,5.14733710089922e-19,6.10218837366427e-16,0.135397270178449,0.260345323009557,1.54222728781188e-11,1.177523817289e-20,4.78235178659922e-16,2.42568570564916e-12,0,0
21,432,3.67100239443441e-09,1.28268641245471e-12,8.3187861749865e-16,1.58999985762914e-15,0.0232054632076555,8.20801560987911e-17,1.15111229571788e-17,1.48913162521093e-15,2.09121237490301e-16,4.24941830422409e-16,1.25832375267333e-14,7.7187703486043e-17,9.80436784396273e-11,3.57208443696728e-18,1.224734207766e-16,1.80281994246909e-16,1.02164689510184e-17,1.37310759170284e-16,0.49153276935755,0,2.52628519105151e-17,0.361951154935329,5.67537427905415e-18,6.23214897597387e-17,1.84302470104155e-17,2.8434576328424e-16,4.66768713704256e-17,8.8654721679421e-15,0.0383594717985442,0.0849511236886827,9.06277854966633e-13,2.04651261744115e-18,6.23944233964018e-11,1.31785828013955e-08,0,0
22,432,3.8511029101643e-05,7.02295710368624e-13,1.3335367114403e-15,3.50401284635589e-15,0.0325725636540768,1.12701988248984e-16,2.27357973630934e-17,6.54344213668672e-15,3.89110286936827e-16,7.76231693806215e-16,7.26122917091584e-15,1.28221942861902e-16,6.73499936635296e-15,1.38804628572605e-18,2.00893681660494e-16,3.16959606059945e-16,1.92992161930204e-17,2.64455082296002e-16,4.4232377682127e-05,0,4.40472870906107e-17,0.347711776478314,1.45507886189657e-17,1.10922141251087e-16,2.62520465595132e-18,3.17703753393393e-16,3.36342063854171e-17,4.56214731305594e-15,0.398211202840712,0.0646315349145622,0.15679016612775,8.93528598128469e-18,1.78564736320618e-09,1.0791419169677e-08,0,0
23,432,2.07842205607157e-07,1.36080051573764e-12,4.11476307678793e-16,8.87065942631968e-16,0.00902479332178194,3.28015619793349e-17,4.74937963477746e-18,1.0599396164411e-15,8.03100992627217e-17,1.19222629981933e-16,4.96196851068294e-15,3.09308470353857e-17,7.49478917082297e-07,1.73687843559809e-18,4.48129078401328e-17,9.08668232426113e-17,4.03325421670722e-18,5.80700139199151e-17,0.194321564957922,0,1.02124164410681e-17,0.23068937306638,1.06387433357967e-17,2.23149597129133e-17,6.17753661715461e-18,9.4290425050697e-16,3.52811236665988e-17,2.71103216955912e-17,0.169404558364796,0.275450200824026,0.121106918183289,2.17494041781304e-18,1.63395925301491e-06,5.88409346492758e-14,0,0
24,432,8.24811321922121e-05,5.79957624120095e-12,9.46567849366298e-16,2.17826880143615e-15,0.0652083670205393,1.37111607575373e-16,1.38517471304946e-17,9.92974872845057e-16,2.86502695815364e-16,4.18982843387374e-16,6.14628989799762e-15,9.72898787119474e-17,0.00117455373100814,2.44511744487307e-18,1.32728567924633e-16,2.38780242380643e-16,5.44932350875221e-18,1.53511024204087e-16,0.224972250458646,0,3.06170076500803e-17,0.551997047245303,6.55819559645056e-18,7.5976734554028e-17,3.51633752528194e-18,4.58544049346538e-16,5.61450451811166e-17,3.28184649776317e-14,0.133471778690022,0.023093521619285,2.05519658895094e-12,2.34044618859132e-18,9.4046710734549e-11,1.05853035001154e-12,0,0
25,432,1.26560923729009e-05,2.84632146608689e-13,1.30430357235462e-15,2.15508883902428e-15,0.0689456387049568,1.19826749290734e-16,8.88773620918467e-18,5.05106441112037e-15,2.77411613815793e-16,7.95912042375025e-16,4.69947066849827e-16,9.277195368464e-17,3.07962300901847e-16,9.32366847003183e-18,1.4128421302914e-16,2.5064969829313e-16,9.03599281756137e-18,2.03357744406471e-16,4.31346413674598e-14,0,3.1352760432584e-17,0.775031269559428,1.46197912058575e-17,8.37636790102866e-17,8.93116711325329e-18,2.22580216341269e-17,4.75219438328533e-17,8.52720044531435e-13,0.156010417498785,1.81402466556863e-09,1.4035514851779e-09,3.36920725182878e-18,1.4923826412386e-08,1.86264563178873e-12,0,0
26,432,7.1891146359065e-05,7.91071457841591e-12,7.23327795570981e-16,2.10346670678786e-15,0.0553155043471727,9.26372558182914e-17,8.78172792001927e-18,3.6306733728156e-15,1.9985358272212e-16,3.89274476989766e-16,1.10316225768161e-14,7.2440917277759e-17,0.02884510597971,1.24324069402391e-18,1.15419851775552e-16,1.92941802279549e-16,7.747573729041e-18,1.6947949306675e-16,0.0488366950297024,0,2.46173095873155e-17,0.847661705212367,7.17128126559625e-18,6.1287999754266e-17,3.90211610704784e-18,5.78406055129979e-17,5.82622268964842e-17,8.61285713830348e-15,0.0192690936084329,4.66701019712709e-09,4.10583950409704e-13,1.7589043175041e-18,8.16430869044162e-13,8.04255558890823e-14,0,0
27,432,1.83485655000326e-07,9.16766590956792e-12,9.38600138593061e-16,3.12351065750361e-15,0.11333286111996,1.24639001938086e-16,1.63563122493165e-17,3.37209202758705e-15,2.87721058074567e-16,4.44812063289856e-16,3.16621464860597e-16,9.51854926288701e-17,0.00224476325098885,1.06331764913752e-17,1.8067620386632e-16,2.42174919154398e-16,8.59007054545353e-18,2.1301543961129e-16,5.79657813034814e-16,0,3.31306033369869e-17,0.88432018108854,2.36644357417036e-17,7.78717755712798e-17,6.78524635682605e-18,2.4407515486011e-17,4.107991781185e-17,4.47315322036466e-15,5.55063298420348e-14,9.36859352807379e-17,1.06536008502021e-13,4.0798297727095e-17,0.000102010958559924,8.69516688806128e-11,0,0
28,432,2.56362659534429e-06,6.03821033532985e-12,1.27314747367647e-15,2.87638950940549e-15,0.0297757251513867,1.52675908395876e-16,2.13324439194973e-17,4.62673935126048e-15,3.71866887694855e-16,5.7701140148206e-16,1.03534453787799e-14,1.15899470460348e-16,5.82824843221535e-06,3.18043374219424e-18,1.67838754357749e-16,3.17259404115375e-16,1.72658758202185e-17,2.57638824785536e-16,0.404431460106727,0,4.35091673241724e-17,0.491914684754808,1.6374227690017e-17,1.14212475194377e-16,3.62033744521832e-17,7.41112123132953e-18,4.37928360040171e-17,2.47797591793516e-15,0.00213140250015682,3.4375276250672e-11,8.03011160359732e-14,1.04602904771794e-16,0.0717383355606895,1.06866347434315e-11,0,0
29,432,1.03185203320734e-09,6.57384900438262e-13,7.01589438893198e-16,1.90352303812477e-15,0.000734966328868346,7.65357391207678e-17,9.38024849959971e-18,1.39354903664544e-15,1.97161627990961e-16,4.29560212106311e-16,1.15861492967135e-14,6.694136127513e-17,7.52009485814702e-13,2.32798641369653e-18,1.11588343234975e-16,1.68446917419561e-16,9.21914364728946e-18,1.15254128096207e-16,0.454049188148335,0,2.30608929534803e-17,0.544818812765204,3.55537733562086e-18,4.38037992376341e-17,1.8150174793386e-18,2.12706390043221e-16,6.09038161039839e-17,2.29703541223176e-14,0.000392704873492072,4.32622122099291e-06,1.56243416944569e-15,4.31490916865963e-18,6.2953808716345e-10,3.85789865848089e-14,0,0
30,432,1.23722581704527e-08,3.83520706710092e-12,5.54886543437092e-16,1.57730096111892e-15,0.0330043776776644,5.33672197223453e-17,6.82373979953772e-18,1.32761332887613e-15,1.27053204027938e-16,2.4351368337309e-16,1.38952430928883e-14,4.01147805637288e-17,0.00189893360664324,2.38579938563116e-18,8.01047162817835e-17,1.07388624619373e-16,3.38033072726743e-18,7.89498140014035e-17,0.542812594110211,0,1.57923397127436e-17,0.421609267613838,4.4122053737467e-18,4.42375154401681e-17,6.85404223527735e-19,8.65321669864169e-18,2.92394560608261e-17,4.36895549643921e-15,1.69936122301108e-11,1.97694764163287e-14,0.000653802940453003,2.8289742115076e-18,2.1011507263117e-05,1.5079791174706e-10,0,0
31,432,2.63962642762787e-09,2.88439191555638e-12,2.15812912718646e-16,4.05675970367612e-16,0.01448449847809,2.42406172495637e-17,3.48762276071571e-18,5.34748310726508e-16,4.98369843802584e-17,1.11202421680464e-16,3.10066455383181e-16,1.89812601675951e-17,0.0750131095222017,2.09515014768005e-18,3.72157479883554e-17,5.07268852969911e-17,2.5286255441948e-18,3.18399706087828e-17,2.58131554244739e-09,0,6.39354175797007e-18,0.371074614522077,4.9022244312323e-18,1.87792348542043e-17,9.98136086765219e-19,1.39597091711359e-15,1.51763933851568e-19,1.58594463574744e-15,0.00629729312479794,0.533115302637074,1.09427927729833e-09,7.54317442502052e-18,1.51753976369689e-05,1.22946313964215e-14,0,0
32,432,2.46707473397438e-07,5.12378379839057e-12,8.40822294156523e-16,1.78568533428386e-15,0.0367060534902365,9.02999046973527e-17,1.01989447637236e-17,1.97583492730305e-15,1.92668692228683e-16,2.43287545569304e-16,1.24814080766234e-14,7.69514211009777e-17,0.00115061172332169,1.45831847963496e-18,1.31439336694412e-16,1.77833846644972e-16,8.69163997491989e-18,1.06008354636107e-16,0.49959656742216,0,2.3509840532718e-17,0.334548715899845,1.1040548632135e-17,5.41910430602905e-17,4.24016272736193e-18,6.6900107924619e-17,3.33244268449938e-17,6.16410040367298e-17,0.127997727098677,7.76433283138855e-08,4.64572571576152e-12,7.22587676371758e-19,1.15793054495626e-12,4.01136703132162e-12,0,0
33,432,2.98331028835356e-08,1.9375945157933e-12,2.43169190568832e-16,6.25283323890784e-16,0.00070041349843696,2.55132731950633e-17,3.37639094943828e-18,5.37583762641886e-16,4.87572639512596e-17,1.1847888563652e-16,1.12536899610923e-14,2.11625590659602e-17,0.00332099673734757,1.98861250906619e-18,3.02743083953114e-17,5.21176437231081e-17,2.06787034598083e-18,4.14647960884786e-17,0.439629242985087,0,7.11969326549414e-18,0.282395053376869,1.61851461461446e-18,2.06187290756024e-17,1.3204326424596e-18,5.0910424331296e-16,2.24088568291501e-17,2.89771608405893e-14,0.121950660171013,0.151993459331066,3.8434608835831e-09,1.95558302292998e-18,1.01402200971959e-05,1.54008815822385e-12,0,0
34,432,1.06138415210196e-08,1.25963903914576e-12,3.8944768956616e-16,8.31013319871321e-16,0.0746515619465674,3.72935157409373e-17,3.76076999692525e-18,8.47196859255578e-16,7.89287181914376e-17,1.79418364523605e-16,4.9330341343454e-15,3.04177717807133e-17,3.23992147322585e-07,6.50945976952651e-18,4.30239696148908e-17,7.78071238268084e-17,2.59697263062979e-18,5.55324443761487e-17,0.227365096793857,0,1.03027354724558e-17,0.355792583522418,6.51519718994858e-18,2.71442955488171e-17,4.64290914890021e-18,1.74964081068835e-15,6.11720011873645e-18,3.85561038644802e-15,3.15860014590027e-13,0.342190390177742,3.28482507404792e-08,1.14891871089821e-19,1.02064015593494e-10,1.5237313549947e-12,0,0
35,432,0.000186381050764318,1.59028219811416e-12,8.12021938148862e-16,1.80634993240526e-15,0.0390243626767972,9.41164745877752e-17,9.55961352095331e-18,5.14345953495439e-16,1.81706235730165e-16,2.71065557267975e-16,1.42212592883506e-14,6.06625096641112e-17,9.05091479755167e-09,3.99821602767407e-18,1.18013251992707e-16,1.80882316636291e-16,8.98316113923596e-18,1.34775995063575e-16,0.556910888046463,0,2.2849190762784e-17,0.251780766980031,1.09783538591533e-17,5.69670547266521e-17,5.74080662855009e-18,4.01016963843438e-17,2.72528181439759e-17,3.11990495231633e-15,0.15209734155236,2.84688042873128e-10,3.39340248844928e-09,1.58932715665153e-19,2.46852812373162e-07,1.10153740464375e-10,0,0
36,432,2.29080162100295e-09,3.05528130648772e-12,1.01251131117043e-15,2.83747074797107e-15,0.00254050627907245,9.77508787680757e-17,7.86944818539154e-18,3.2292186130302e-16,2.34556068278548e-16,3.91286004457255e-16,2.33658904178103e-15,8.94769275992428e-17,1.17277661526921e-07,6.61280211824893e-18,1.70029626910679e-16,2.48144229503744e-16,1.32465312993961e-17,1.70864439514467e-16,0.0884824631243826,0,3.1738091417065e-17,0.449379769755011,2.93423881851129e-17,7.39689364107288e-17,9.33899232709123e-18,2.29444334611864e-15,3.26300304109769e-18,7.73601533982497e-16,4.53021594097848e-06,0.459592345186031,1.3114749413701e-08,6.05850113997192e-18,2.52697084519709e-07,5.61989459116974e-11,0,0
37,432,1.13422636371712e-07,4.90984499334367e-13,4.45201989028452e-16,9.98383300879e-16,0.02433439786027,5.6014564565891e-17,6.04064462248056e-18,1.19562752424029e-15,1.16381285732336e-16,2.21837214227334e-16,3.50945380254301e-15,4.27360121524351e-17,3.15710958452061e-13,7.3144472990686e-19,6.6978473798729e-17,1.09319434530215e-16,6.57343291176118e-18,8.69122475230654e-17,0.000341780195363466,0,1.39731756394217e-17,0.429100712079828,4.72260799635748e-18,2.65696550106153e-17,7.13590301768751e-18,1.28511659444605e-15,1.3076637994837e-17,1.99829979588992e-15,0.0979381742777736,0.405929180252936,2.09269924457599e-13,2.50169491232735e-17,0.0423556419100799,8.57317922584767e-14,0,0
